GCF_000151245.1	hole	1
GCF_000172995.2	PAS_Fold	22
GCF_000172995.2	hole	4
GCF_000172995.2	HisKA_4TM	2
GCF_000172995.2	No clan	3
GCF_000172995.2	GAF	5
GCF_000179575.2	Cache	1
GCF_000179575.2	No clan	1
GCF_000179575.2	hole	1
GCF_000187225.1	GAF	2
GCF_000187225.1	PAS_Fold	7
GCF_000187225.1	No clan	3
GCF_000187225.1	hole	4
GCF_000189995.1	PAS_Fold	1
GCF_000189995.1	hole	2
GCF_000190015.1	PAS_Fold	1
GCF_000190015.1	hole	2
GCF_000190055.1	PAS_Fold	1
GCF_000190055.1	hole	1
GCF_000190075.1	PAS_Fold	1
GCF_000190075.1	hole	2
GCF_000190095.1	PAS_Fold	1
GCF_000190095.1	hole	2
GCF_000190115.1	PAS_Fold	1
GCF_000190115.1	hole	2
GCF_000190135.1	PAS_Fold	1
GCF_000190135.1	hole	2
GCF_000190155.1	PAS_Fold	1
GCF_000190155.1	hole	2
GCF_000191585.1	Cache	1
GCF_000191585.1	GAF	3
GCF_000191585.1	PAS_Fold	47
GCF_000191585.1	No clan	4
GCF_000191585.1	hole	10
GCF_000194625.1	GAF	1
GCF_000194625.1	PAS_Fold	9
GCF_000194625.1	hole	1
GCF_000196655.1	GAF	2
GCF_000196655.1	PAS_Fold	52
GCF_000196655.1	hole	8
GCF_000196655.1	Cache	3
GCF_000196655.1	P-loop_NTPase	1
GCF_000196655.1	No clan	2
GCF_000196895.1	PAS_Fold	6
GCF_000196895.1	hole	2
GCF_000196895.1	HisKA_4TM	1
GCF_000196895.1	No clan	1
GCF_000196895.1	GAF	1
GCF_000204415.1	GAF	2
GCF_000204415.1	PAS_Fold	13
GCF_000204415.1	hole	6
GCF_000214725.1	GAF	2
GCF_000214725.1	PAS_Fold	11
GCF_000214725.1	No clan	3
GCF_000214725.1	hole	5
GCF_000215915.2	GAF	1
GCF_000215915.2	PAS_Fold	8
GCF_000215915.2	hole	6
GCF_000215915.2	Cache	1
GCF_000215915.2	HisKA_4TM	2
GCF_000215915.2	No clan	4
GCF_000217715.1	GAF	10
GCF_000217715.1	PAS_Fold	32
GCF_000217715.1	hole	11
GCF_000217715.1	P-loop_NTPase	3
GCF_000217715.1	HisKA_4TM	2
GCF_000217715.1	No clan	1
GCF_000217715.1	HTH	1
GCF_000217995.1	GAF	8
GCF_000217995.1	PAS_Fold	42
GCF_000217995.1	hole	12
GCF_000217995.1	Cache	3
GCF_000217995.1	No clan, related to PAS, GAF and sCache	1
GCF_000217995.1	No clan	3
GCF_000220175.1	Cache	2
GCF_000220175.1	DUF3068	1
GCF_000220175.1	Peptidase_M10	1
GCF_000220175.1	No clan	1
GCF_000220175.1	hole	7
GCF_000220645.1	Cache	1
GCF_000220645.1	No clan	1
GCF_000220645.1	hole	1
GCF_000223905.1	HisKA_4TM	2
GCF_000223905.1	GAF	3
GCF_000223905.1	PAS_Fold	21
GCF_000223905.1	No clan	8
GCF_000223905.1	hole	9
GCF_000226975.2	GAF	9
GCF_000226975.2	P-loop_NTPase	2
GCF_000226975.2	PAS_Fold	29
GCF_000226975.2	No clan	3
GCF_000226975.2	hole	8
GCF_000230715.2	GAF	2
GCF_000230715.2	PAS_Fold	6
GCF_000230715.2	hole	1
GCF_000230735.2	GAF	4
GCF_000230735.2	PAS_Fold	21
GCF_000230735.2	hole	2
GCF_000230735.2	P-loop_NTPase	1
GCF_000230735.2	HisKA_4TM	2
GCF_000230735.2	No clan	5
GCF_000230955.2	PAS_Fold	20
GCF_000230955.2	GAF	6
GCF_000230955.2	HisKA_4TM	2
GCF_000230955.2	No clan	3
GCF_000230955.2	hole	5
GCF_000235565.1	Cache	1
GCF_000235565.1	GAF	1
GCF_000235565.1	PAS_Fold	4
GCF_000235565.1	hole	2
GCF_000237865.1	PAS_Fold	2
GCF_000241145.1	GAF	1
GCF_000241145.1	P-loop_NTPase	1
GCF_000241145.1	PAS_Fold	3
GCF_000241145.1	4HB_MCP	2
GCF_000241145.1	DUF3068	1
GCF_000241145.1	Cache	1
GCF_000241145.1	hole	9
GCF_000241145.1	No clan	3
GCF_000242875.2	PAS_Fold	1
GCF_000242875.2	hole	2
GCF_000243255.1	GAF	1
GCF_000243255.1	PAS_Fold	37
GCF_000243255.1	hole	20
GCF_000243255.1	Cache	2
GCF_000243255.1	HTH	1
GCF_000243255.1	No clan	4
GCF_000243455.1	Cache	1
GCF_000243455.1	No clan	1
GCF_000243455.1	hole	1
GCF_000251105.1	GAF	4
GCF_000251105.1	PAS_Fold	14
GCF_000251105.1	hole	6
GCF_000251105.1	Cache	1
GCF_000251105.1	P-loop_NTPase	1
GCF_000251105.1	No clan	1
GCF_000275865.1	GAF	3
GCF_000275865.1	PAS_Fold	18
GCF_000275865.1	No clan	4
GCF_000275865.1	Cache	2
GCF_000275865.1	hole	11
GCF_000281695.1	GAF	2
GCF_000281695.1	HisKA_4TM	1
GCF_000281695.1	PAS_Fold	12
GCF_000281695.1	No clan	1
GCF_000281695.1	hole	1
GCF_000283335.1	PAS_Fold	12
GCF_000283335.1	GAF	2
GCF_000283335.1	HisKA_4TM	4
GCF_000283335.1	No clan	5
GCF_000283335.1	hole	5
GCF_000296615.1	GAF	7
GCF_000296615.1	PAS_Fold	20
GCF_000296615.1	No clan	6
GCF_000296615.1	hole	10
GCF_000299365.1	DUF3068	2
GCF_000299365.1	PAS_Fold	2
GCF_000299365.1	No clan	2
GCF_000299365.1	hole	7
GCF_000299395.1	hole	4
GCF_000302455.1	GAF	1
GCF_000302455.1	No clan, related to PAS, GAF and sCache	1
GCF_000302455.1	PAS_Fold	39
GCF_000302455.1	No clan	1
GCF_000302455.1	hole	7
GCF_000303155.1	Cache	6
GCF_000303155.1	PAS_Fold	1
GCF_000303155.1	No clan	1
GCF_000303155.1	hole	9
GCF_000304355.2	GAF	4
GCF_000304355.2	PAS_Fold	14
GCF_000304355.2	No clan	2
GCF_000304355.2	hole	9
GCF_000306765.2	GAF	5
GCF_000306765.2	HisKA_4TM	1
GCF_000306765.2	PAS_Fold	25
GCF_000306765.2	No clan	8
GCF_000306765.2	hole	7
GCF_000308215.1	GAF	3
GCF_000308215.1	PAS_Fold	17
GCF_000308215.1	No clan	1
GCF_000308215.1	hole	5
GCF_000320505.1	hole	1
GCF_000327485.1	Cache	4
GCF_000327485.1	PBP	2
GCF_000327485.1	PAS_Fold	43
GCF_000327485.1	No clan	3
GCF_000327485.1	hole	18
GCF_000328285.1	GAF	1
GCF_000328285.1	HisKA_4TM	1
GCF_000328285.1	PAS_Fold	15
GCF_000328285.1	No clan	4
GCF_000328285.1	hole	6
GCF_000328525.1	GAF	2
GCF_000328525.1	HisKA_4TM	2
GCF_000328525.1	PAS_Fold	16
GCF_000328525.1	No clan	5
GCF_000328525.1	hole	6
GCF_000328665.1	hole	6
GCF_000328665.1	GAF	3
GCF_000328665.1	P-loop_NTPase	1
GCF_000328665.1	PAS_Fold	20
GCF_000328665.1	Cache	2
GCF_000328685.1	GAF	7
GCF_000328685.1	P-loop_NTPase	2
GCF_000328685.1	PAS_Fold	36
GCF_000328685.1	No clan	2
GCF_000328685.1	hole	6
GCF_000328945.1	DUF3068	1
GCF_000328945.1	PAS_Fold	2
GCF_000328945.1	No clan	2
GCF_000328945.1	hole	8
GCF_000336615.1	GAF	2
GCF_000336615.1	PAS_Fold	22
GCF_000336615.1	hole	11
GCF_000336615.1	Cache	1
GCF_000336615.1	HisKA_4TM	1
GCF_000336615.1	No clan	8
GCF_000336635.1	GAF	3
GCF_000336635.1	HisKA_4TM	2
GCF_000336635.1	PAS_Fold	19
GCF_000336635.1	No clan	6
GCF_000336635.1	hole	7
GCF_000336655.1	GAF	9
GCF_000336655.1	P-loop_NTPase	1
GCF_000336655.1	PAS_Fold	29
GCF_000336655.1	No clan	3
GCF_000336655.1	hole	8
GCF_000336715.1	PAS_Fold	1
GCF_000336715.1	No clan	1
GCF_000336735.1	PAS_Fold	30
GCF_000336735.1	GAF	3
GCF_000336735.1	HisKA_4TM	1
GCF_000336735.1	No clan	8
GCF_000336735.1	hole	9
GCF_000336755.1	GAF	7
GCF_000336755.1	PAS_Fold	42
GCF_000336755.1	hole	12
GCF_000336755.1	Cache	2
GCF_000336755.1	HATPase_c_3	2
GCF_000336755.1	HisKA_4TM	1
GCF_000336755.1	No clan	13
GCF_000336775.1	GAF	4
GCF_000336775.1	PAS_Fold	33
GCF_000336775.1	hole	10
GCF_000336775.1	Cache	1
GCF_000336775.1	HisKA_4TM	1
GCF_000336775.1	No clan	9
GCF_000336795.1	HisKA_4TM	1
GCF_000336795.1	GAF	3
GCF_000336795.1	PAS_Fold	30
GCF_000336795.1	No clan	8
GCF_000336795.1	hole	8
GCF_000336815.1	HisKA_4TM	1
GCF_000336815.1	GAF	4
GCF_000336815.1	PAS_Fold	30
GCF_000336815.1	No clan	7
GCF_000336815.1	hole	11
GCF_000336835.1	GAF	4
GCF_000336835.1	HisKA_4TM	1
GCF_000336835.1	PAS_Fold	27
GCF_000336835.1	No clan	7
GCF_000336835.1	hole	8
GCF_000336855.1	GAF	4
GCF_000336855.1	HisKA_4TM	1
GCF_000336855.1	PAS_Fold	27
GCF_000336855.1	No clan	7
GCF_000336855.1	hole	8
GCF_000336875.1	GAF	5
GCF_000336875.1	PAS_Fold	23
GCF_000336875.1	hole	12
GCF_000336875.1	HisKA_4TM	1
GCF_000336875.1	No clan	6
GCF_000336875.1	SRP19	1
GCF_000336955.1	GAF	7
GCF_000336955.1	PAS_Fold	45
GCF_000336955.1	hole	12
GCF_000336955.1	Cache	2
GCF_000336955.1	HATPase_c_3	1
GCF_000336955.1	HisKA_4TM	2
GCF_000336955.1	No clan	12
GCF_000336975.1	GAF	4
GCF_000336975.1	HisKA_4TM	1
GCF_000336975.1	PAS_Fold	27
GCF_000336975.1	No clan	7
GCF_000336975.1	hole	8
GCF_000336995.1	GAF	2
GCF_000336995.1	HATPase_c_3	2
GCF_000336995.1	PAS_Fold	22
GCF_000336995.1	No clan	6
GCF_000336995.1	hole	8
GCF_000337015.1	GAF	5
GCF_000337015.1	PAS_Fold	21
GCF_000337015.1	hole	11
GCF_000337015.1	HATPase_c_3	1
GCF_000337015.1	HisKA_4TM	1
GCF_000337015.1	No clan	6
GCF_000337035.1	GAF	7
GCF_000337035.1	HisKA_4TM	1
GCF_000337035.1	PAS_Fold	25
GCF_000337035.1	No clan	6
GCF_000337035.1	hole	13
GCF_000337055.1	HisKA_4TM	1
GCF_000337055.1	GAF	7
GCF_000337055.1	PAS_Fold	22
GCF_000337055.1	No clan	6
GCF_000337055.1	hole	11
GCF_000337075.1	GAF	3
GCF_000337075.1	HisKA_4TM	2
GCF_000337075.1	PAS_Fold	20
GCF_000337075.1	No clan	5
GCF_000337075.1	hole	6
GCF_000337095.1	GAF	5
GCF_000337095.1	PAS_Fold	12
GCF_000337095.1	hole	6
GCF_000337095.1	P-loop_NTPase	1
GCF_000337095.1	HisKA_4TM	3
GCF_000337095.1	No clan	2
GCF_000337135.1	GAF	2
GCF_000337135.1	PAS_Fold	12
GCF_000337135.1	hole	3
GCF_000337155.1	GAF	3
GCF_000337155.1	PAS_Fold	10
GCF_000337155.1	hole	2
GCF_000337155.1	HATPase_c_3	1
GCF_000337155.1	HisKA_4TM	1
GCF_000337155.1	No clan	1
GCF_000337175.1	GAF	1
GCF_000337175.1	HisKA_4TM	1
GCF_000337175.1	PAS_Fold	12
GCF_000337175.1	No clan	1
GCF_000337195.1	GAF	7
GCF_000337195.1	PAS_Fold	31
GCF_000337195.1	hole	8
GCF_000337195.1	P-loop_NTPase	2
GCF_000337195.1	HisKA_4TM	2
GCF_000337195.1	No clan	4
GCF_000337215.1	GAF	11
GCF_000337215.1	PAS_Fold	34
GCF_000337215.1	hole	12
GCF_000337215.1	Cache	1
GCF_000337215.1	P-loop_NTPase	3
GCF_000337215.1	HisKA_4TM	3
GCF_000337215.1	No clan	3
GCF_000337235.1	GAF	6
GCF_000337235.1	PAS_Fold	27
GCF_000337235.1	hole	5
GCF_000337235.1	Cache	1
GCF_000337235.1	HisKA_4TM	2
GCF_000337235.1	No clan	4
GCF_000337255.1	HisKA_4TM	1
GCF_000337255.1	GAF	1
GCF_000337255.1	PAS_Fold	6
GCF_000337255.1	No clan	1
GCF_000337255.1	hole	2
GCF_000337275.1	GAF	6
GCF_000337275.1	PAS_Fold	35
GCF_000337275.1	hole	13
GCF_000337275.1	Cache	1
GCF_000337275.1	HisKA_4TM	2
GCF_000337275.1	No clan	8
GCF_000337295.1	GAF	5
GCF_000337295.1	HisKA_4TM	1
GCF_000337295.1	PAS_Fold	25
GCF_000337295.1	No clan	8
GCF_000337295.1	hole	7
GCF_000337315.1	GAF	4
GCF_000337315.1	HisKA_4TM	1
GCF_000337315.1	PAS_Fold	22
GCF_000337315.1	No clan	8
GCF_000337315.1	hole	9
GCF_000337335.1	GAF	7
GCF_000337335.1	HisKA_4TM	1
GCF_000337335.1	PAS_Fold	21
GCF_000337335.1	No clan	6
GCF_000337335.1	hole	12
GCF_000337355.1	GAF	4
GCF_000337355.1	PAS_Fold	24
GCF_000337355.1	No clan	4
GCF_000337355.1	hole	10
GCF_000337375.1	GAF	3
GCF_000337375.1	PAS_Fold	21
GCF_000337375.1	No clan	7
GCF_000337375.1	hole	10
GCF_000337395.1	GAF	7
GCF_000337395.1	HisKA_4TM	1
GCF_000337395.1	PAS_Fold	23
GCF_000337395.1	No clan	6
GCF_000337395.1	hole	10
GCF_000337415.1	GAF	2
GCF_000337415.1	HisKA_4TM	2
GCF_000337415.1	PAS_Fold	20
GCF_000337415.1	No clan	5
GCF_000337415.1	hole	10
GCF_000337435.1	GAF	7
GCF_000337435.1	HisKA_4TM	1
GCF_000337435.1	PAS_Fold	31
GCF_000337435.1	No clan	8
GCF_000337435.1	hole	13
GCF_000337455.1	GAF	1
GCF_000337455.1	PAS_Fold	23
GCF_000337455.1	hole	12
GCF_000337455.1	Cache	1
GCF_000337455.1	HisKA_4TM	2
GCF_000337455.1	No clan	7
GCF_000337475.1	GAF	1
GCF_000337475.1	PAS_Fold	11
GCF_000337475.1	No clan	1
GCF_000337475.1	hole	2
GCF_000337495.1	GAF	14
GCF_000337495.1	PAS_Fold	46
GCF_000337495.1	hole	19
GCF_000337495.1	P-loop_NTPase	7
GCF_000337495.1	HisKA_4TM	3
GCF_000337495.1	No clan	3
GCF_000337515.1	GAF	2
GCF_000337515.1	HisKA_4TM	2
GCF_000337515.1	PAS_Fold	14
GCF_000337515.1	No clan	6
GCF_000337515.1	hole	11
GCF_000337535.1	HisKA_4TM	1
GCF_000337535.1	GAF	1
GCF_000337535.1	PAS_Fold	8
GCF_000337535.1	hole	4
GCF_000337555.1	GAF	5
GCF_000337555.1	HisKA_4TM	1
GCF_000337555.1	PAS_Fold	14
GCF_000337555.1	P-loop_NTPase	2
GCF_000337555.1	hole	6
GCF_000337575.1	GAF	3
GCF_000337575.1	P-loop_NTPase	2
GCF_000337575.1	PAS_Fold	15
GCF_000337575.1	hole	9
GCF_000337595.1	GAF	2
GCF_000337595.1	HisKA_4TM	1
GCF_000337595.1	PAS_Fold	8
GCF_000337595.1	hole	2
GCF_000337615.1	GAF	3
GCF_000337615.1	HisKA_4TM	1
GCF_000337615.1	PAS_Fold	11
GCF_000337615.1	No clan	1
GCF_000337615.1	hole	1
GCF_000337635.1	GAF	4
GCF_000337635.1	PAS_Fold	22
GCF_000337635.1	hole	2
GCF_000337635.1	P-loop_NTPase	1
GCF_000337635.1	HisKA_4TM	2
GCF_000337635.1	No clan	5
GCF_000337655.1	GAF	2
GCF_000337655.1	PAS_Fold	6
GCF_000337655.1	hole	1
GCF_000337675.1	GAF	9
GCF_000337675.1	PAS_Fold	34
GCF_000337675.1	hole	10
GCF_000337675.1	P-loop_NTPase	1
GCF_000337675.1	HisKA_4TM	1
GCF_000337675.1	No clan	2
GCF_000337695.1	GAF	4
GCF_000337695.1	PAS_Fold	19
GCF_000337695.1	hole	6
GCF_000337715.1	GAF	3
GCF_000337715.1	hole	1
GCF_000337715.1	PAS_Fold	19
GCF_000337715.1	No clan	2
GCF_000337715.1	Cache	1
GCF_000337735.1	GAF	3
GCF_000337735.1	PAS_Fold	13
GCF_000337735.1	hole	1
GCF_000337735.1	Cache	1
GCF_000337735.1	HisKA_4TM	1
GCF_000337735.1	No clan	1
GCF_000337755.1	GAF	4
GCF_000337755.1	PAS_Fold	30
GCF_000337755.1	hole	11
GCF_000337755.1	Cache	1
GCF_000337755.1	HisKA_4TM	2
GCF_000337755.1	No clan	7
GCF_000337775.1	GAF	3
GCF_000337775.1	HisKA_4TM	2
GCF_000337775.1	PAS_Fold	26
GCF_000337775.1	No clan	7
GCF_000337775.1	hole	9
GCF_000337795.1	GAF	4
GCF_000337795.1	PAS_Fold	30
GCF_000337795.1	No clan	8
GCF_000337795.1	Cache	1
GCF_000337795.1	hole	10
GCF_000337815.1	GAF	6
GCF_000337815.1	HATPase_c_3	1
GCF_000337815.1	PAS_Fold	26
GCF_000337815.1	No clan	7
GCF_000337815.1	hole	5
GCF_000337835.1	GAF	4
GCF_000337835.1	PAS_Fold	27
GCF_000337835.1	No clan	8
GCF_000337835.1	Cache	1
GCF_000337835.1	hole	13
GCF_000337855.1	HisKA_4TM	2
GCF_000337855.1	GAF	4
GCF_000337855.1	PAS_Fold	19
GCF_000337855.1	No clan	2
GCF_000337855.1	hole	4
GCF_000337875.1	GAF	2
GCF_000337875.1	P-loop_NTPase	1
GCF_000337875.1	PAS_Fold	16
GCF_000337875.1	hole	8
GCF_000337895.1	PAS_Fold	23
GCF_000337895.1	GAF	7
GCF_000337895.1	HisKA_4TM	1
GCF_000337895.1	No clan	1
GCF_000337895.1	hole	11
GCF_000337915.1	GAF	8
GCF_000337915.1	HisKA_4TM	2
GCF_000337915.1	PAS_Fold	26
GCF_000337915.1	No clan	7
GCF_000337915.1	hole	8
GCF_000341715.1	GAF	2
GCF_000341715.1	No clan, related to PAS, GAF and sCache	4
GCF_000341715.1	hole	9
GCF_000341715.1	PAS_Fold	39
GCF_000341715.1	P-loop_NTPase	3
GCF_000341715.1	No clan	3
GCF_000341715.1	Cache	5
GCF_000376445.1	GAF	2
GCF_000376445.1	PAS_Fold	7
GCF_000376445.1	No clan	3
GCF_000376445.1	hole	4
GCF_000376965.1	Cache	1
GCF_000376965.1	No clan	1
GCF_000376965.1	hole	1
GCF_000379085.1	GAF	2
GCF_000379085.1	PAS_Fold	11
GCF_000379085.1	hole	7
GCF_000379085.1	Cache	1
GCF_000379085.1	HisKA_4TM	2
GCF_000379085.1	No clan	5
GCF_000383975.1	GAF	7
GCF_000383975.1	PAS_Fold	28
GCF_000383975.1	hole	6
GCF_000383975.1	Cache	1
GCF_000383975.1	HisKA_4TM	2
GCF_000383975.1	No clan	4
GCF_000385565.1	Cache	1
GCF_000385565.1	PAS_Fold	8
GCF_000385565.1	hole	1
GCF_000400975.1	GAF	2
GCF_000400975.1	PAS_Fold	4
GCF_000400975.1	hole	4
GCF_000403645.1	GAF	4
GCF_000403645.1	HATPase_c_3	1
GCF_000403645.1	PAS_Fold	22
GCF_000403645.1	No clan	3
GCF_000403645.1	hole	13
GCF_000404165.1	hole	1
GCF_000404225.1	PP2C	1
GCF_000404225.1	hole	1
GCF_000421805.1	HisKA_4TM	3
GCF_000421805.1	GAF	6
GCF_000421805.1	PAS_Fold	38
GCF_000421805.1	No clan	9
GCF_000421805.1	hole	20
GCF_000427685.1	HisKA_4TM	2
GCF_000427685.1	GAF	4
GCF_000427685.1	PAS_Fold	26
GCF_000427685.1	No clan	6
GCF_000427685.1	hole	13
GCF_000455345.1	GAF	7
GCF_000455345.1	PAS_Fold	16
GCF_000455345.1	hole	10
GCF_000455345.1	P-loop_NTPase	4
GCF_000455345.1	HisKA_4TM	1
GCF_000455345.1	No clan	2
GCF_000455365.1	GAF	8
GCF_000455365.1	P-loop_NTPase	2
GCF_000455365.1	PAS_Fold	12
GCF_000455365.1	hole	5
GCF_000470655.1	GAF	2
GCF_000470655.1	PAS_Fold	8
GCF_000470655.1	hole	6
GCF_000470655.1	Cache	1
GCF_000470655.1	HisKA_4TM	2
GCF_000470655.1	No clan	4
GCF_000474235.1	GAF	2
GCF_000474235.1	PAS_Fold	5
GCF_000474235.1	No clan	1
GCF_000474235.1	hole	7
GCF_000485535.1	GAF	1
GCF_000485535.1	HisKA_4TM	1
GCF_000485535.1	PAS_Fold	6
GCF_000485535.1	No clan	1
GCF_000485535.1	hole	2
GCF_000493245.1	PAS_Fold	10
GCF_000493245.1	hole	1
GCF_000493245.1	HisKA_4TM	1
GCF_000493245.1	No clan	1
GCF_000493245.1	GAF	1
GCF_000495475.1	GAF	5
GCF_000495475.1	PAS_Fold	14
GCF_000495475.1	hole	9
GCF_000495475.1	P-loop_NTPase	1
GCF_000495475.1	HisKA_4TM	3
GCF_000495475.1	No clan	4
GCF_000504205.1	GAF	18
GCF_000504205.1	P-loop_NTPase	1
GCF_000504205.1	No clan, related to PAS, GAF and sCache	4
GCF_000504205.1	hole	32
GCF_000504205.1	PAS_Fold	97
GCF_000504205.1	PBP	4
GCF_000504205.1	No clan	10
GCF_000504205.1	Cache	8
GCF_000504565.1	HisKA_4TM	2
GCF_000504565.1	GAF	3
GCF_000504565.1	PAS_Fold	21
GCF_000504565.1	No clan	8
GCF_000504565.1	hole	9
GCF_000517625.1	GAF	3
GCF_000517625.1	PAS_Fold	11
GCF_000517625.1	hole	2
