GCA_000091165.1	GCA_000091165	2752854	2716	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Methylomirabilis	Methylomirabilis oxyfera	Bacteria	candidate division NC10				Candidatus Methylomirabilis	Candidatus Methylomirabilis oxyfera
GCA_000415985.1	GCA_000415985	3594539	3794	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi_B	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi
GCA_000416005.1	GCA_000416005	3019909	4294	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloquadratum	Haloquadratum sp000416005	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	
GCA_000416025.1	GCA_000416025	2529000	2837	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halonotius	Halonotius sp000496215	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halonotius	
GCA_000416085.1	GCA_000416085	2982938	3041	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halovenus	Halovenus sp000416085	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
GCA_000431015.1	GCA_000431015	2391969	1957	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000431015	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
GCA_000431155.1	GCA_000431155	2540781	2241	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp000431155	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
GCA_000431215.1	GCA_000431215	2540361	2225	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031	CAG-1031 sp000431215	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
GCA_000431235.1	GCA_000431235	1865014	1648	Bacteria	Bacillota	Bacilli	ML615J-28	CAG-698	CAG-698	CAG-698 sp000431235	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Coprobacillus	
GCA_000431335.1	GCA_000431335	1429851	1475	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000431335	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000431495.1	GCA_000431495	2435306	2202	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791	CAG-791 sp000431495	Bacteria	Firmicutes					
GCA_000431535.1	GCA_000431535	2389330	2284	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R faecale	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000431795.1	GCA_000431795	1241287	1275	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-302	CAG-302 sp000431795	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000431815.1	GCA_000431815	2312389	2172	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A sp000431815	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	
GCA_000431835.1	GCA_000431835	2254171	2025	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	
GCA_000431975.1	GCA_000431975	2791728	2288	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000431975	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
GCA_000432015.1	GCA_000432015	2004532	2052	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	CAG-1024	CAG-1024 sp000432015	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000432135.1	GCA_000432135	2538905	2471	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000432135	Bacteria	Firmicutes					
GCA_000432155.1	GCA_000432155	2187006	2055	Bacteria	Bacillota_A	Clostridia	Lachnospirales	CAG-274	CAG-274	CAG-274 sp000432155	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
GCA_000432175.1	GCA_000432175	2673786	2646	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp000432175	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
GCA_000432255.1	GCA_000432255	1123061	1175	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp000432255	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	
GCA_000432275.1	GCA_000432275	1709120	1731	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01 sp000432275	Bacteria	Proteobacteria					
GCA_000432435.1	GCA_000432435	1882175	1783	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp000432435	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
GCA_000432575.1	GCA_000432575	1114050	1162	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-762	CAG-762 sp000432575	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000432595.1	GCA_000432595	1152611	1189	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-710	CAG-710 sp000432595	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000432655.1	GCA_000432655	1763820	1615	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000432655	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
GCA_000432735.1	GCA_000432735	3395230	2757	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp000432735	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
GCA_000432775.1	GCA_000432775	2571052	2247	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus sp000432775	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
GCA_000432915.1	GCA_000432915	2591406	2362	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-194	CAG-194 sp000432915	Bacteria	Firmicutes					
GCA_000432995.1	GCA_000432995	2704634	2547	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp000432995	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000433015.1	GCA_000433015	1456180	1400	Bacteria	Bacillota	Bacilli	RFN20	CAG-631	Caccosoma	Caccosoma faecigallinarum	Bacteria	Firmicutes					
GCA_000433035.1	GCA_000433035	1674156	1488	Bacteria	Bacillota	Bacilli	ML615J-28	CAG-313	CAG-313	CAG-313 sp000433035	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
GCA_000433095.1	GCA_000433095	2001957	2064	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Stercorousia	Stercorousia sp000433095	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000433115.1	GCA_000433115	1946302	1931	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-382	UBA1206	UBA1206 sp000433115	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
GCA_000433135.1	GCA_000433135	1466627	1500	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp000433135	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000433175.1	GCA_000433175	2720906	2345	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000433175	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
GCA_000433255.1	GCA_000433255	1201573	1254	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp000433255	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Coprobacillus	
GCA_000433315.1	GCA_000433315	1634196	1488	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	CAG-345	CAG-345 sp000433315	Bacteria	Firmicutes					
GCA_000433355.1	GCA_000433355	2894688	2322	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000433355	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
GCA_000433415.1	GCA_000433415	2282282	2203	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-448	CAG-448 sp000433415	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000433455.1	GCA_000433455	1408829	1447	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-877	CAG-877 sp000433455	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	
GCA_000433475.1	GCA_000433475	1442272	1397	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp000433475	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	
GCA_000433515.1	GCA_000433515	2511147	2404	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	CAG-272	CAG-272 sp000433515	Bacteria	Firmicutes					
GCA_000433535.1	GCA_000433535	2332366	2236	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-317	CAG-317 sp000433535	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	
GCA_000433635.1	GCA_000433635	2245400	2086	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000433635	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
GCA_000433735.1	GCA_000433735	2167364	2102	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000433735	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000433775.1	GCA_000433775	1564352	1309	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-314	Fimimonas	Fimimonas gallinarum	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	
GCA_000433875.1	GCA_000433875	1208442	1258	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-884	CAG-884 sp000433875	Bacteria	Firmicutes					
GCA_000433915.1	GCA_000433915	1261691	1179	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-793	CAG-793 sp000433915	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000434015.1	GCA_000434015	1542941	1628	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-492	CAG-492 sp000434015	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000434055.1	GCA_000434055	2206392	2002	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp000434055	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
GCA_000434115.1	GCA_000434115	2447989	2378	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000434115	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	
GCA_000434175.1	GCA_000434175	927925	983	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-611	CAG-611 sp000434175	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	
GCA_000434195.1	GCA_000434195	1264259	1248	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-245	CAG-245 sp000434195	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000434235.1	GCA_000434235	2678396	2244	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes avistercoris	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
GCA_000434295.1	GCA_000434295	1926190	1823	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-977	CAG-977	CAG-977 sp000434295	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	
GCA_000434395.1	GCA_000434395	1480498	1223	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	CAG-568	CAG-568 sp000434395	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000434475.1	GCA_000434475	2193414	1953	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp000434475	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	
GCA_000434535.1	GCA_000434535	1909369	1722	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp000434535	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
GCA_000434555.1	GCA_000434555	1280819	1299	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp000434555	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000434615.1	GCA_000434615	2767136	2608	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	CAG-510 sp000434615	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000434635.1	GCA_000434635	2502913	2423	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000434635	Bacteria	Firmicutes					
GCA_000434675.1	GCA_000434675	1490061	1295	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-917	CAG-1138	CAG-1138 sp000434675	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	
GCA_000434735.1	GCA_000434735	3366418	2761	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp000434735	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
GCA_000434775.1	GCA_000434775	1602574	1446	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000434775	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
GCA_000434835.1	GCA_000434835	1144379	1224	Bacteria	Bacillota	Bacilli	RF39	UBA660	Aphodocola	Aphodocola sp000434835	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000434995.1	GCA_000434995	1737170	1626	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000434995	Bacteria	Firmicutes					
GCA_000435055.1	GCA_000435055	1979254	1778	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp000435055	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000435075.1	GCA_000435075	2634773	2138	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000435075	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
GCA_000435175.1	GCA_000435175	1456949	1394	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-245	CAG-245 sp000435175	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000435195.1	GCA_000435195	2048670	2111	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus sp000435195	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000435275.1	GCA_000435275	1114344	1188	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-557	CAG-557 sp000435275	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000435335.1	GCA_000435335	2111088	1906	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-964	CAG-964 sp000435335	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000435475.1	GCA_000435475	1931286	1709	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000435475	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Cryptobacterium	
GCA_000435495.1	GCA_000435495	1356933	1201	Bacteria	Bacillota_A	Clostridia	Christensenellales	Pumilibacteraceae	CAG-552	CAG-552 sp000435495	Bacteria	Firmicutes					
GCA_000435535.1	GCA_000435535	1424411	1410	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000435535	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000435555.1	GCA_000435555	1591401	1609	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435555	Bacteria	Firmicutes					
GCA_000435595.1	GCA_000435595	2915815	2634	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp000435595	Bacteria	Firmicutes					
GCA_000435615.1	GCA_000435615	2118260	2128	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-238	CAG-238 sp000435615	Bacteria	Firmicutes					
GCA_000435635.1	GCA_000435635	2369217	2071	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella avicola	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
GCA_000435675.1	GCA_000435675	1788464	1577	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000435675	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
GCA_000435715.1	GCA_000435715	2066053	1995	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Fimisoma	Fimisoma sp000435715	Bacteria	Firmicutes					
GCA_000435755.1	GCA_000435755	1099752	1113	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000435755	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000435835.1	GCA_000435835	3093482	3021	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp000435835	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000436075.1	GCA_000436075	1874265	1746	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000436075	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	
GCA_000436115.1	GCA_000436115	2682371	2559	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-95	CAG-95 sp000436115	Bacteria	Firmicutes					
GCA_000436255.1	GCA_000436255	1066900	1142	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1193	CAG-1193 sp000436255	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000436335.1	GCA_000436335	1896936	1800	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-217	CAG-217 sp000436335	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000436375.1	GCA_000436375	1797002	1838	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	Scatacola_A	Scatacola_A faecigallinarum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	
GCA_000436475.1	GCA_000436475	2618909	2247	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000436475	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
GCA_000436535.1	GCA_000436535	2833000	2428	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000436535	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
GCA_000436695.1	GCA_000436695	3149457	2686	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436695	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
GCA_000436735.1	GCA_000436735	2460168	2357	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000436735	Bacteria	Firmicutes					
GCA_000436755.1	GCA_000436755	2889072	2644	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter sp000436755	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000436835.1	GCA_000436835	1873859	1747	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000436835	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
GCA_000436915.1	GCA_000436915	3095055	2725	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436915	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
GCA_000436975.1	GCA_000436975	1121934	1154	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp000436975	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
GCA_000437055.1	GCA_000437055	1729973	1714	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A smithii	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii
GCA_000437235.1	GCA_000437235	1585498	1415	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	CAG-826	CAG-826 sp000437235	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Coprobacillus	
GCA_000437315.1	GCA_000437315	1250420	1320	Bacteria	Bacillota	Bacilli	RF39	UBA660	UBA6448	UBA6448 sp000437315	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	
GCA_000437355.1	GCA_000437355	1102474	1208	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp000437355	Bacteria	Firmicutes					
