GB_GCA_003222945.1	GCA_003222945.1	93.59	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__QHXM01 sp003222945	1978231	MetaMiST
GB_GCA_003222975.1	GCA_003222975.1	87.61	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__QHXN01 sp003222975	1978231	MetaMiST
GB_GCA_003223935.1	GCA_003223935.1	89.67	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXQ01;s__QHXQ01 sp003223935	1978231	MetaMiST
GB_GCA_003222835.1	GCA_003222835.1	79.91	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__UBA11740 sp003222835	1978231	MetaMiST
GB_GCA_003222845.1	GCA_003222845.1	91.45	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__UBA11740 sp003222845	1978231	MetaMiST
GB_GCA_003222855.1	GCA_003222855.1	77.77	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__UBA11740 sp003222855	1978231	MetaMiST
GB_GCA_003222895.1	GCA_003222895.1	93.75	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__UBA11740 sp003222895	1978231	MetaMiST
GB_GCA_003222245.1	GCA_003222245.1	96.58	1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__QHVH01;s__QHVH01 sp003222245	2169413	MetaMiST
GB_GCA_002789615.1	GCA_002789615.1	81.55	1	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Thermotomaculales;f__Thermotomaculaceae;g__UM-FILTER-49-7;s__UM-FILTER-49-7 sp002789615	1973888	MetaMiST
GB_GCA_003650445.1	GCA_003650445.1	80	1	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Thermotomaculales;f__Thermotomaculaceae;g__UM-FILTER-49-7;s__UM-FILTER-49-7 sp003650445	1978231	MetaMiST
GB_GCA_001780385.1	GCA_001780385.1	89.74	1	d__Bacteria;p__Acidobacteriota;c__HRBIN11;o__MFGW01;f__MFGW01;g__MFGW01;s__MFGW01 sp001780385	1817863	MetaMiST
GB_GCA_003222305.1	GCA_003222305.1	81.29	1	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__AA152;g__AA152;s__AA152 sp003222305	1978231	MetaMiST
GB_GCA_003223135.1	GCA_003223135.1	93.08	1	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__Gp22-AA2;g__Gp22-AA3;s__Gp22-AA3 sp003223135	1978231	MetaMiST
GB_GCA_003223145.1	GCA_003223145.1	87.39	1	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__Gp22-AA2;g__Gp22-AA3;s__Gp22-AA3 sp003223145	1978231	MetaMiST
GB_GCA_003223165.1	GCA_003223165.1	77.39	1	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__Gp22-AA2;g__QHXZ01;s__QHXZ01 sp003223165	1978231	MetaMiST
GB_GCA_003223995.1	GCA_003223995.1	70.73	1	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__QHYA01;f__QHYA01;g__QHYA01;s__QHYA01 sp003223995	1978231	MetaMiST
GB_GCA_003222755.1	GCA_003222755.1	80.55	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__20CM-2-55-15 sp003222755	1978231	MetaMiST
GB_GCA_003222815.1	GCA_003222815.1	80.97	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__20CM-2-55-15 sp003222815	1978231	MetaMiST
GB_GCA_003223875.1	GCA_003223875.1	92.31	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__20CM-2-55-15 sp003223875	1978231	MetaMiST
GB_GCA_003223895.1	GCA_003223895.1	84.56	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__20CM-2-55-15 sp003223895	1978231	MetaMiST
GB_GCA_001767035.1	GCA_001767035.1	91.45	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__2-12-FULL-54-10;f__2-12-FULL-54-10;g__2-02-FULL-61-28;s__2-02-FULL-61-28 sp001767035	1797180	MetaMiST
GB_GCA_001767075.1	GCA_001767075.1	84.78	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__2-12-FULL-54-10;f__2-12-FULL-54-10;g__2-12-FULL-54-10;s__2-12-FULL-54-10 sp001767075	1797186	MetaMiST
GB_GCA_001766965.1	GCA_001766965.1	66.1	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__2-02-FULL-67-57;g__2-02-FULL-67-57;s__2-02-FULL-67-57 sp001766965	1797175	MetaMiST
GB_GCA_003223215.1	GCA_003223215.1	94.87	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003223215	1978231	MetaMiST
GB_GCA_003223245.1	GCA_003223245.1	95.73	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003223245	1978231	MetaMiST
GB_GCA_003223255.1	GCA_003223255.1	93.77	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003223255	1978231	MetaMiST
GB_GCA_003223295.1	GCA_003223295.1	91.03	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003223295	1978231	MetaMiST
GB_GCA_003224055.1	GCA_003224055.1	93.8	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003224055	1978231	MetaMiST
GB_GCA_003224075.1	GCA_003224075.1	78.19	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003224075	1978231	MetaMiST
GB_GCA_003224085.1	GCA_003224085.1	94.87	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003224085	1978231	MetaMiST
GB_GCA_003224105.1	GCA_003224105.1	85.68	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003224105	1978231	MetaMiST
GB_GCA_003224135.1	GCA_003224135.1	82.48	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003224135	1978231	MetaMiST
GB_GCA_003224145.1	GCA_003224145.1	93.59	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003224145	1978231	MetaMiST
GB_GCA_003224515.1	GCA_003224515.1	70.49	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003224515	1978231	MetaMiST
GB_GCA_003224525.1	GCA_003224525.1	94.02	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003224525	1978231	MetaMiST
GB_GCA_003225295.1	GCA_003225295.1	94.87	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003225295	1978231	MetaMiST
GB_GCA_003225315.1	GCA_003225315.1	94.66	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum sp003225315	1978231	MetaMiST
GB_GCA_003223315.1	GCA_003223315.1	87.56	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-189;s__Palsa-189 sp003223315	1978231	MetaMiST
GB_GCA_003223325.1	GCA_003223325.1	94.44	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-189;s__Palsa-189 sp003223325	1978231	MetaMiST
GB_GCA_003224175.1	GCA_003224175.1	87.61	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-189;s__Palsa-189 sp003224175	1978231	MetaMiST
GB_GCA_003224195.1	GCA_003224195.1	87.84	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__QHYP01;s__QHYP01 sp003224195	1978231	MetaMiST
GB_GCA_003224235.1	GCA_003224235.1	93.16	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__QHYU01;s__QHYU01 sp003224235	1978231	MetaMiST
GB_GCA_003223065.1	GCA_003223065.1	90.89	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__Palsa-187 sp003223065	1978231	MetaMiST
GB_GCA_003223115.1	GCA_003223115.1	97.37	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__QHXW01;s__QHXW01 sp003223115	1978231	MetaMiST
GB_GCA_003225175.1	GCA_003225175.1	98.29	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA112;g__Gp1-AA112;s__Gp1-AA112 sp003225175	1978231	MetaMiST
GB_GCA_003225215.1	GCA_003225215.1	87.14	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA112;g__Gp1-AA112;s__Gp1-AA112 sp003225215	1978231	MetaMiST
GB_GCA_003223515.1	GCA_003223515.1	99.79	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Gp1-AA117;g__Angelobacter;s__Angelobacter sp003223515	2169412	MetaMiST
GB_GCA_003225655.1	GCA_003225655.1	77.27	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__QIAW01;g__QIAW01;s__QIAW01 sp003225655	1978231	MetaMiST
GB_GCA_003225055.1	GCA_003225055.1	98.81	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__Gp1-AA122 sp003225055	1978231	MetaMiST
GB_GCA_003225075.1	GCA_003225075.1	97.17	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA124;s__Gp1-AA124 sp003225075	1978231	MetaMiST
GB_GCA_003225595.1	GCA_003225595.1	89.27	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA124;s__Gp1-AA124 sp003225595	1978231	MetaMiST
GB_GCA_003224995.1	GCA_003224995.1	70.31	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA133;s__Gp1-AA133 sp003224995	1978231	MetaMiST
GB_GCA_003225465.1	GCA_003225465.1	93.3	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA133;s__Gp1-AA133 sp003225465	1978231	MetaMiST
GB_GCA_003224855.1	GCA_003224855.1	85.8	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA142;s__Gp1-AA142 sp003224855	1978231	MetaMiST
GB_GCA_003224755.1	GCA_003224755.1	88.68	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA145;s__Gp1-AA145 sp003224755	1978231	MetaMiST
GB_GCA_003224785.1	GCA_003224785.1	68.02	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA145;s__Gp1-AA145 sp003224785	1978231	MetaMiST
GB_GCA_003224815.1	GCA_003224815.1	83.89	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA145;s__Gp1-AA145 sp003224815	1978231	MetaMiST
GB_GCA_003224835.1	GCA_003224835.1	84.45	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA145;s__Gp1-AA145 sp003224835	1978231	MetaMiST
GB_GCA_003224905.1	GCA_003224905.1	96.84	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAA01;s__QIAA01 sp003224905	1978231	MetaMiST
GB_GCA_003225455.1	GCA_003225455.1	94.4	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAB01;s__QIAB01 sp003225455	1978231	MetaMiST
GB_GCA_003225495.1	GCA_003225495.1	92.4	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__QIAJ01 sp003225495	1978231	MetaMiST
GB_GCA_003225615.1	GCA_003225615.1	81.17	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAS01;s__QIAS01 sp003225615	1978231	MetaMiST
GB_GCA_003223595.1	GCA_003223595.1	68.59	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003223595	1978231	MetaMiST
GB_GCA_003225005.1	GCA_003225005.1	98.93	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003225005	1978231	MetaMiST
GB_GCA_003225515.1	GCA_003225515.1	67.65	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003225515	1978231	MetaMiST
GB_GCA_003225535.1	GCA_003225535.1	92.04	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003225535	1978231	MetaMiST
GB_GCA_003225555.1	GCA_003225555.1	85.47	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter sp003225555	1978231	MetaMiST
GB_GCA_003224695.1	GCA_003224695.1	86.4	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__UBA7540;f__UBA7540;g__Gp13-AA74;s__Gp13-AA74 sp003224695	1978231	MetaMiST
GB_GCA_003225365.1	GCA_003225365.1	94.18	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__UBA7540;f__UBA7540;g__Gp13-AA74;s__Gp13-AA74 sp003225365	1978231	MetaMiST
GB_GCA_003224635.1	GCA_003224635.1	88.53	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__UBA7540;f__UBA7540;g__Gp13-AA77;s__Gp13-AA77 sp003224635	1978231	MetaMiST
GB_GCA_003224665.1	GCA_003224665.1	68.09	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__UBA7540;f__UBA7540;g__QHZM01;s__QHZM01 sp003224665	1978231	MetaMiST
GB_GCA_003224715.1	GCA_003224715.1	84.86	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__VXMN01;f__VXMN01;g__QHZQ01;s__QHZQ01 sp003224715	1978231	MetaMiST
GB_GCA_003224725.1	GCA_003224725.1	81.62	1	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__VXMN01;f__VXMN01;g__QHZQ01;s__QHZQ01 sp003224725	1978231	MetaMiST
GB_GCA_003222375.1	GCA_003222375.1	85.11	1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__Gp7-AA10;s__Gp7-AA10 sp003222375	1978231	MetaMiST
GB_GCA_003223695.1	GCA_003223695.1	87.02	1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__Gp7-AA10;s__Gp7-AA10 sp003223695	1978231	MetaMiST
GB_GCA_003223635.1	GCA_003223635.1	92.74	1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVS01;s__QHVS01 sp003223635	1978231	MetaMiST
GB_GCA_003223645.1	GCA_003223645.1	99.15	1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__QHVT01 sp003223645	1978231	MetaMiST
GB_GCA_001766905.1	GCA_001766905.1	90.6	1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp001766905	1797171	MetaMiST
GB_GCA_003222385.1	GCA_003222385.1	93.95	1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Gp7-AA6 sp003222385	1978231	MetaMiST
GB_GCA_003223675.1	GCA_003223675.1	81.54	1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__UBA5704 sp003223675	1978231	MetaMiST
GB_GCA_003225335.1	GCA_003225335.1	92.82	1	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__Gp18-AA60;s__Gp18-AA60 sp003225335	1978231	MetaMiST
GB_GCA_002722645.1	GCA_002722645.1	83.64	1	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__UBA890;s__UBA890 sp002722645	1978231	MetaMiST
GB_GCA_002731215.1	GCA_002731215.1	65.33	1	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__UBA890;s__UBA890 sp002731215	1978231	MetaMiST
GB_GCA_003222295.1	GCA_003222295.1	75.52	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__AA29;s__AA29 sp003222295	1978231	MetaMiST
GB_GCA_003222275.1	GCA_003222275.1	92.09	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__AA32;s__AA32 sp003222275	1978231	MetaMiST
GB_GCA_003223555.1	GCA_003223555.1	91.36	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__AA32;s__AA32 sp003223555	1978231	MetaMiST
GB_GCA_001767455.1	GCA_001767455.1	96.58	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__2-12-FULL-66-21;s__2-12-FULL-66-21 sp001767455	1797191	MetaMiST
GB_GCA_003223835.1	GCA_003223835.1	92.52	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__Gp6-AA38;s__Gp6-AA38 sp003223835	1978231	MetaMiST
GB_GCA_003222675.1	GCA_003222675.1	94.02	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__QHWT01 sp003222675	1978231	MetaMiST
GB_GCA_001768615.1	GCA_001768615.1	89.43	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__12-FULL-67-14b sp001768615	1797193	MetaMiST
GB_GCA_001767435.1	GCA_001767435.1	94.87	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__2-02-FULL-65-29 sp001767435	1797182	MetaMiST
GB_GCA_001767495.1	GCA_001767495.1	94.59	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-12-FULL-65-11;s__2-12-FULL-65-11 sp001767495	1797189	MetaMiST
GB_GCA_001767195.1	GCA_001767195.1	94.82	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__Gp6-AA40 sp001767195	1797183	MetaMiST
GB_GCA_001767525.1	GCA_001767525.1	97.44	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__Gp6-AA40 sp001767525	1797194	MetaMiST
GB_GCA_003222635.1	GCA_003222635.1	88.72	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__Gp6-AA40 sp003222635	1978231	MetaMiST
GB_GCA_003222395.1	GCA_003222395.1	99.15	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003222395	1978231	MetaMiST
GB_GCA_003222455.1	GCA_003222455.1	81.04	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003222455	1978231	MetaMiST
GB_GCA_003222535.1	GCA_003222535.1	97.76	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003222535	1978231	MetaMiST
GB_GCA_003223775.1	GCA_003223775.1	72.77	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__Gp6-AA45 sp003223775	1978231	MetaMiST
GB_GCA_003222555.1	GCA_003222555.1	82.17	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAHFUJ01;s__JAHFUJ01 sp003222555	1978231	MetaMiST
GB_GCA_002714165.1	GCA_002714165.1	79.43	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA11600;s__UBA11600 sp002714165	1978231	MetaMiST
GB_GCA_002717745.1	GCA_002717745.1	56.9	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA11600;s__UBA11600 sp002717745	1978231	MetaMiST
GB_GCA_002720285.1	GCA_002720285.1	69.18	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA11600;s__UBA11600 sp002720285	1978231	MetaMiST
GB_GCA_002730735.1	GCA_002730735.1	52.08	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA11600;s__UBA11600 sp002730735	1978231	MetaMiST
GB_GCA_002730525.1	GCA_002730525.1	97.44	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA2161;s__UBA2161 sp002730525	1978231	MetaMiST
GB_GCA_002696705.1	GCA_002696705.1	72.48	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA8106;s__UBA8106 sp002696705	2026806	MetaMiST
GB_GCA_002726085.1	GCA_002726085.1	86.61	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__NP936;s__NP936 sp002726085	1978231	MetaMiST
GB_GCA_002712885.1	GCA_002712885.1	86.32	1	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002712885	1978231	MetaMiST
GB_GCA_005888325.1	GCA_005888325.1	96.93	1	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-14;g__AC-14;s__AC-14 sp005888325	2900548	MetaMiST
GB_GCA_005888395.1	GCA_005888395.1	85.04	1	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-25;g__AC-25;s__AC-25 sp005888395	2900548	MetaMiST
GB_GCA_005884125.1	GCA_005884125.1	96.2	1	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-35;g__AC-35;s__AC-35 sp005884125	2900548	MetaMiST
